Order ID,Returned
MX-2014-151134,Yes
MX-2014-154480,Yes
MX-2014-154571,Yes
MX-2014-155740,Yes
MX-2014-156615,Yes
MX-2014-158589,Yes
MX-2014-159800,Yes
MX-2014-160857,Yes
MX-2014-161578,Yes
MX-2014-162075,Yes
MX-2014-162355,Yes
MX-2014-164434,Yes
MX-2014-165078,Yes
MX-2014-165575,Yes
MX-2014-165694,Yes
MX-2014-166814,Yes
MX-2014-167115,Yes
MX-2014-167493,Yes
MX-2014-168536,Yes
MX-2014-169887,Yes
US-2011-104535,Yes
US-2011-105137,Yes
US-2011-119935,Yes
US-2011-121636,Yes
US-2011-125395,Yes
US-2011-132899,Yes
US-2011-137673,Yes
US-2011-138758,Yes
US-2011-140452,Yes
US-2011-143287,Yes
US-2011-144673,Yes
US-2011-149069,Yes
US-2011-150574,Yes
US-2011-156034,Yes
US-2011-158442,Yes
US-2011-163860,Yes
US-2011-164406,Yes
US-2011-164763,Yes
US-2011-165316,Yes
US-2011-167787,Yes
US-2012-104997,Yes
US-2012-106551,Yes
US-2012-108917,Yes
US-2012-110569,Yes
US-2012-112004,Yes
US-2012-113754,Yes
US-2012-115196,Yes
US-2012-126214,Yes
US-2012-128090,Yes
US-2012-136749,Yes
US-2012-136987,Yes
US-2012-137008,Yes
US-2012-146801,Yes
US-2012-148880,Yes
US-2012-154550,Yes
US-2012-155831,Yes
US-2012-157224,Yes
US-2012-160857,Yes
US-2012-169712,Yes
US-2013-105578,Yes
US-2013-108049,Yes
US-2013-108455,Yes
US-2013-111528,Yes
US-2013-114230,Yes
US-2013-114293,Yes
US-2013-115952,Yes
US-2013-119046,Yes
US-2013-122917,Yes
US-2013-127425,Yes
US-2013-130239,Yes
US-2013-131149,Yes
US-2013-135720,Yes
US-2013-140172,Yes
US-2013-144057,Yes
US-2013-148957,Yes
US-2013-150980,Yes
US-2013-151379,Yes
US-2013-151827,Yes
US-2013-151841,Yes
US-2013-152051,Yes
US-2013-152667,Yes
US-2013-156986,Yes
US-2013-157490,Yes
US-2013-158190,Yes
US-2013-159660,Yes
US-2013-162068,Yes
US-2013-163223,Yes
US-2013-164077,Yes
US-2013-167129,Yes
US-2013-167850,Yes
US-2014-103170,Yes
US-2014-103247,Yes
US-2014-103828,Yes
US-2014-104010,Yes
US-2014-105046,Yes
US-2014-107524,Yes
US-2014-107888,Yes
US-2014-109253,Yes
US-2014-118087,Yes
US-2014-118612,Yes
US-2014-122672,Yes
US-2014-123484,Yes
US-2014-123834,Yes
US-2014-125626,Yes
US-2014-136679,Yes
US-2014-142706,Yes
US-2014-143441,Yes
US-2014-146080,Yes
US-2014-147886,Yes
US-2014-147998,Yes
US-2014-151127,Yes
US-2014-152744,Yes
US-2014-155999,Yes
US-2014-159485,Yes
US-2014-160745,Yes
US-2014-161830,Yes
US-2014-167178,Yes
US-2014-167500,Yes
US-2014-169852,Yes
